Column1,Column2,Column3
分都不能给没想到京东这么无耻利用白条骗取钱财用天猫这么多年没多收过一分钱买个多手机要收取高达百分之十的服务费还是故意用引诱你开通白条一步步引导你期免息结果你还钱的时候会发现要多还一个月提前还款也要多给百分之十京东金融几百万年薪的高管们想法设法吸取普通消费者的血在这个年代这么明目张胆的坑骗消费者我真无法想象免息分期的服务费居然能堪比高利贷用十几年几千上万分期也没有收过一分钱所谓的服务费以后永远不会用京东也会告诉身边人不要用而且我已经拨打了北京的进行消费投诉,1,分 都 没想到 京东 无耻 利用 白条 骗取钱财 用天 猫 多年 没多 收过 一分钱 买个 手机 收取 高 达 百分之十 服务费 故意 引诱 开通 白条 一步步 引导 你期 免息 还 钱 发现 还 一个月 提前 还款 百分之十 京东 金融 几百万 年薪 高 管们 想法 设法 吸取 普通 消费者 血 年代 明目张胆 坑骗 消费者 真 无法 想象 免息 服务费 能堪 高利贷 十几年 几千 上万 没有 收 一分钱 所谓 服务费 永远 京东 告诉 身边 拨打 北京 进行 消费 投诉 
国产机还是一如既往的让人失望在朋友的大力推荐下抱着再信一次国产的态度买了这款机谁知各种广告多一不小心就下载了啥一个电话号码用了几年了没接过什么境外奇怪的号码新机刚用了几天境外电话不知道打多少个了去自查吧其中有一个竟然知道号码的实名国产渣机都这价位了还卖广告卖如此厚颜无耻难道国产机商家就这段位,1,国产机 一如既往 失望 朋友 推荐 抱 信 国产 态度 买 这款机 广告 一不小心 下载 电话号码 几年 没 接过 境外 奇怪 号码 新机 刚用 几天 境外 电话 知道 自查 竟然 知道 号码 实名 国产 渣机 都 价位 还 卖 广告 卖 厚颜无耻 难道 国产机 商家 段位 
手机不行卡顿还没有我的的好用系统没有更新到没有一点大厂应有的担当去年才上市的机子停更了运存居然不如我的老手机运存的盒子是没有塑封的应该是七天机全新未拆封就是个笑话,1,手机 不行 卡顿 还 没有 系统 没有 更新 没有 一点 大厂 应有 担当 去年 上市 机子 停 运存 老 手机 运存 盒子 没有 塑封 七天 机 全新 未 拆封 笑话 
我当着快递员的面拆的包裹手机盒子有点脏想着只是盒子而已手机屏幕膜上有指痕感觉有点坏打开手机测试外音明显太小还带有杂音输入法也很垃圾总之不如在用的好用很明显客户退回去的手机都没进过检查就直接卖好恶心拜拜了,1,快递 员 面 拆 包裹 手机 盒子 有点 脏 想着 盒子 手机 屏幕 膜 指痕 感觉 有点 坏 打开 手机 测试 外音 明显 太小 还 带有 杂音 输入法 垃圾 明显 客户 退回去 手机 都 没 进过 检查 直接 卖好 恶心 拜拜 
很差网络信号一下有一下没有去小店买个东西付款会把人气晕没有几百块的手机网络信号都稳定,1,很差 网络 信号 没有 小店 买个 东西 付款 人气 晕 没有 几百块 手机 网络 信号 都 稳定 
太差了服务态度差评价还隐藏手机屏幕花了商家问题我要求换原款换了一个月才换到真的太差了我真是服了有问题找她们来回推让没有一个能解决问题的,1,太差 服务态度 差 评价 还 隐藏 手机 屏幕 花 商家 问题 要求 换 原款 换 一个月 换 真的 太差 真是 服 问题 找 来回 推让 没有 解决问题 
千万不要买谁买谁后悔我用的是网看个视频都卡等半天还没一个多小时手机还烫手把我吓得以为手机要爆了其他产品也好不到哪京东这家店铺不是图片上说的那样好评全是刷出来的还有店铺免费送的卡不要领全是套路开通后里面各种乱扣费送卡的派送员态度极其恶劣联通公司怎么雇不到人了吗路边摊的人都能用建议换掉此人,1,买 买 后悔 我用 网 看个 视频 都 卡 半天 还 没 一个多 小时 手机 还 烫手 手机 爆 产品 不到 京东 这家 店铺 图片 说 好评 全是 刷 店铺 免费送 卡 领全 套路 开通 里面 乱 扣费 送 卡 派送 员 态度 极其 恶劣 联通公司 雇 不到 路边摊 都 建议 换掉 此人 
网点服务态度差,1,网点 服务态度 差 
第一次用华为怎么说呢纠结了好久才选的这款手机今天开箱下点软件半个小时没有手机就发烫客服说我这是三包的让我去检测一下才买的新机就拿去检测手机生产出来没检测吗难道还是说生产根本就不在意这些而且这手机啥配件就没有耳机都没有看别人客服说每个人对耳机需求不一样就算每个人需求不一样那也不应该不配耳机啊我以前买东西基本不管好坏都不会评论但这次是在太失望了哎烫手有时候稍微卡顿哎,1,第一次 华为 说 纠结 好久 选 这款 手机 开箱 下点 软件 半个 小时 没有 手机 发烫 客服 说 三包 检测 买 新机 检测 手机 生产 没 检测 难道 说 生产 根本 不在意 手机 配件 没有 耳机 都 没有 看 客服 说 每个 耳机 需求 每个 需求 不配 耳机 买 东西 好坏 都 评论 这次 太 失望 烫手 有时候 稍微 卡顿 
用了一段时间手机反应超慢建议不要买去实体店买吧信号也垃圾,1,一段时间 手机 超慢 建议 买 实体店 买 信号 垃圾 
反人类设计的耳机孔在手机上方早知道不买了打算退货,1,反 人类 设计 耳机 孔 手机 上方 早 知道 不买 打算 退货 
差评收到货后面有裂痕都说京东买到用过的手机还不信这次真是领教了关键是还不给退换原因是已经用过了刚买的谁会想到是碎的直接开机试用然后才发现有裂痕手机后壳还是玻璃的也没有提醒是玻璃啊设计是怎么想的,1,差评 收到 货 裂痕 都 说 京东 买到 手机 还 不信 这次 真是 领教 关键 还 退换 原因 用过 买 谁会想到 碎 直接 开机 试用 发现 裂痕 手机 后壳 玻璃 没有 提醒 玻璃 设计 想 
外形外观屏幕又长又窄看起来就像一块红砖一样真是作孽了才买这手机大家千万不要买,1,外形 外观 屏幕 长 窄 看起来 一块 红砖 真是 作孽 买 手机 买 
这是我在京东买手机体验最差的一次了货物拿到后看到手机盒塑封是印有京东字样的塑料薄膜撕开后手机盒表面有点脏但封条貌似一边完好一边有些破旧拆开盒子装手机主机的袋子皱皱巴巴坑坑洼洼袋子没有任何封装拿出主机主机背面的缝隙里积满了灰尘是不是给我发了个二手机货维修机啊严重怀疑是全新机这原来的华为荣耀也有点太不负责任了吧难道这就是你们的企业文化吗还有京东现在也这么把关不严了啊,1,京东 买手机 体验 最差 货物 拿到 看到 手机 盒 塑封 印有 京东 字样 塑料薄膜 撕开 手机 盒 表面 有点 脏 封条 貌似 完好 破旧 拆开 盒子 装 手机 主机 袋子 皱皱巴巴 坑坑洼洼 袋子 没有 封装 拿出 主机 主机 背面 缝隙 里 积满 灰尘 是不是 给我发 手机 货 维修 机 怀疑 全新 机 华为 荣耀 有点 太 不负责任 难道 企业 文化 京东 现在 把关 不严 
差评手机刚收到天就掉价有意思的是手机没有耳机第一次在京东买东西很不愉快这一星都不想给差评差评差评,1,差评 手机 收到 天 掉价 有意思 手机 没有 耳机 第一次 京东 买 东西 愉快 这一星 都 不想 差评 差评 差评 
下单时特意问过客服有没有贴膜客服信誓旦旦地说手机出厂时有贴膜结果收货发现找客服说起这个结果客服是百般抵赖各位推诿不想多说也就这样了吧,1,下单 时 特意 问过 客服 有没有 贴膜 客服 信誓旦旦 地说 手机 出厂 时有 贴膜 收货 发现 找 客服 说起 客服 百般 抵赖 推诿 不想 说 
自营从来没给过差评给这个差评两点原因一是买完两天就降一百价保还不通过说是有赠品我就想问懂嘛叫赠品吗是消费者非要的吗你哪自拍杆要是加一百做成套餐你看有人买吗其二是新机开包既然没有前后保护膜用了那么多部智能机华为的也是第三部了头一次碰到,1,自营 没 差评 差评 两点 原因 一是 买 完 两天 降 一百 价保 还 说 赠品 想 问 懂 赠品 消费者 非要 拍杆 加 一百 做成 套餐 看 有人 买 新机 开包 没有 保护膜 多部 智能机 华为 第三部 头 碰到 
差评给京东物流明明承诺时效却极度缓慢一次两次可以理解可本人就经历好多次了每次都是给默认好评这次又是次日达那么真得说道说道了这个订单比预期最晚到达晚了个多小时全订单多小时才收货这和和次日达有什么区别选择京东就是为了收货快既然如此为什么还要选择在京东购物呢京东还有什么优势呢,1,差评 京东 物流 明明 承诺 时效 极度 缓慢 两次 理解 本人 经历 每次 都 默认 好评 这次 次日 达 真 说道 说道 订单 预期 最 晚 到达 晚 小时 全 订单 小时 收货 次日 达有 区别 选择 京东 收货 既然如此 还要 选择 京东 购物 京东 优势 
千万不要买的买了以后还要买个存储卡你以为是普通的存储卡吗那你就想错了你必须买华为自己的卡只能用在华为手机同样华为手机也只能用卡卡贼贵有兴趣的可以去搜一下然后你以为完了吗并没有买了卡以后安装好了结果存储的东西都不能放到卡里面去因为你创建了应用分身真这手机早知道我就买个的了这事情真的恶心到人了去的,1,买 买 还要 买个 存储卡 普通 存储卡 想 错 买 华为 卡 只能 华为 手机 华为 手机 只能 卡卡 贼 贵有 兴趣 搜 完 没有 买 卡 安装 存储 东西 都 放到 卡 里面 创建 分身 真 手机 早 知道 买 事情 真的 恶心 
运行速度的玩王者总是不受控制总是自己往一个方向跑或者待一个地方不动直接掉俩星,1,运行 速度 玩 王者 受 控制 方向 跑 地方 动 直接 掉 俩 星 
外形外观特别不好一点也不好看太沉重了屏幕音效屏幕亮度太低太暗拍照效果拍照不好尤其是自拍像素低美颜不好运行速度太慢现在刚用就天就卡待机时间待机时间太短用到下午点钟就快没有电了用不到一天其他特色太不好了太差了前几天买的时候没有钥匙扣和荣耀耳机欺骗消费者严重欺骗消费者,1,外形 外观 特别 不好 一点 好看 太沉重 屏幕 音效 屏幕 亮度 太低 太暗 拍照 效果 拍照 不好 自拍 像素 低 美颜 不好 运行 速度 太慢 现在 刚用 天 卡 待机时间 待机时间 太短 用到 下午 点钟 没有 电 不到 特色 太 不好 太差 前 几天 买 没有 钥匙扣 荣耀 耳机 欺骗 消费者 欺骗 消费者 
第一次遇到如此艰难的换货年三十收到的手机发现问题年初二京东就安排取走完成检测客服答应换新机但因为此款手机断货说好新货一到就发给我们虽然不能及时用上手机挺闹心但依然表示理解并且耐心等待没想到这一等就是半个多月昨天中午系统显示新机已经到货我这边可以下单购买即时发货可商家依然没有给我换货一直等到晚上还是没有给我换货我开始担心新货再次售罄主动联系客服答应尽快给我发货可我等啊等至今仍然没有给我发货我想问问这是什么操作拖着干嘛换货发的货难道和新下单购买的货不一样吗买部手机快一个月都没能用上换货的客户就不需要被尊重吗,1,第一次 遇到 艰难 换货 年三十 收到 手机 发现 问题 年初二 京东 安排 取 走 检测 客服 答应 换 新机 此款 手机 断货 说好 新货 一到 发给 手机 挺 闹心 依然 表示 理解 耐心 等待 没想到 一等 半个 多月 昨天中午 系统 显示 新机 到货 下单 购买 即时 发货 商家 依然 没有 换货 等到 晚上 没有 换货 担心 新货 售罄 主动 联系 客服 答应 发货 至今 没有 发货 想 问问 这是 操作 拖 干嘛 换货 发 货 难道 新 下单 购买 货 买 部手机 一个月 都 没能 换货 客户 需要 尊重 
是我买到假里了还是质量的问题简直太垃圾了才买了半月左右触屏就失灵了,1,买 假里 质量 问题 简直 太 垃圾 买 半月 触屏 失灵 
运行速度刚开始还好越用到后面十几天时就不行了反应也慢了很多还有些软件先开始能用到后面直接打不开或者很慢而且还经常断线信号不稳定刚开始以为是网络信号问题但我用的旧手机对比打视频或电话都不会掉线或听不到声音这手机真是无语了,1,运行 速度 还好 越 用到 十几天 时 不行 慢 还 软件 先 用到 直接 打不开 慢 还 经常 断线 信号 稳定 网络 信号 问题 旧 手机 视频 电话 都 掉 线或 听 不到 声音 手机 真是 无语 
一次管够手机太难用新手机竟然闪退本人不玩游戏正常浏览网页情况下经常死机不建议购买,1,管够 手机 太难用 新手机 竟然 闪退 本人 玩游戏 正常 浏览 网页 情况 经常 死机 建议 购买 
为出远门的朋友应急买的为了保证时间选了京准达结果到了时间一问快递员说还没到站点客服也没人来联系一下告知情况去催问了上来就说给你补点京豆吧好像每个人都稀罕你们这点补偿一样最后手机比约定时间晚了个小时才收到不得不开车大老远给朋友再送去从去年以来对京东的使用感受越来越差现在物流也没法保障还要忽悠你加上你们售后明目张胆克扣返修显卡吃差价当用户这种事情层出不穷看来是已经彻底不要脸了最后我要说请客服不要在我的评论写套话只会起反作用真的长点脑子在京东买东西的体验现在已经非常恶劣了反正是看运气拼多多去吧最后是荣耀手机你们一个破手机个颜色到处都要缺个色实体店也没有怎么说你们这黑色机器是用黑曜石做的材料特别珍贵是吗工业产品搞饥饿营销,1,出远门 朋友 应急 买 保证 时间 选了 京准 达 时间 一问 快递 员 说 还 没到 站点 客服 没人来 联系 告知 情况 催 问 说 补点京豆 好像 每个 都 稀罕 这点 补偿 最后 手机 约定 时间 晚 小时 收到 开车 大老远 朋友 送 去年 京东 感受 越来越 差 现在 物流 没法 保障 还要 忽悠 售后 明目张胆 克扣 返修 显卡 吃 差价 用户 这种 事情 层出不穷 看来 不要脸 最后 要说 请客 服 评论 写 套话 只会 反作用 真的 长点 脑子 京东 买 东西 体验 现在 非常 恶劣 反正 看运气 拼 最后 荣耀 手机 破 手机 颜色 都 缺个色 实体店 没有 说 黑色 机器 黑曜石 做 材料 特别 珍贵 工业 产品 搞 饥饿 营销 
感到很寒心这么多年买东西第一次给差评做梦也没想到会是荣耀早晨给公交卡充值无论如何也刷不到卡因为很少用到公交卡以为卡出问题了鼓捣一大早晨最后试了旧手机一下就好了这才发现没有功能以往不到的手机都有这个功能为什么多的没有呢为什么呢难道不能稍稍牺牲一下其它的性能加上这个实用的功能吗关键是买的时候根本不知道啊这年头买手机日常使用还需要提前做功课吗真不带这么的下次真的要换一个牌子了,1,感到 寒心 多年 买 东西 第一次 差评 做梦 没想到 荣耀 早晨 公交 卡 充值 无论如何 刷 不到 卡 用到 公交 卡 卡出 问题 鼓捣 一大 早晨 最后 试 旧 手机 发现 没有 功能 以往 不到 手机 都 功能 没有 难道 稍稍 牺牲 性能 实用 功能 关键 买 根本 知道 这年头 买手机 日常 还 需要 提前 做 功课 真不带 下次 真的 要换 牌子 
手机包装非常差二次销售产品机盒没有封胶膜摇框纸盒听到手机在盒里面没有固定正常新机包装是有按键提示膜的没有,1,手机 包装 非常 差 二次 销售 产品 机盒 没有 封 胶膜 摇框 纸盒 听到 手机 盒 里面 没有 固定 正常 新机 包装 按键 提示 膜 没有 
支持华为买的指纹没有一次解锁的,1,支持 华为 买 指纹 没有 解锁 
屏幕音效用了几天触屏有问题,1,屏幕 音效 几天 触屏 问题 
触屏不准还没有软件可用来校正,1,触屏 不准 还 没有 软件 可用 校正 
手机还没开封价格就降了多这么不保值的吗,1,手机 还 没 开封 价格 降 保值 
半个月降了保价才天这是明知道要降价么套路可以,1,半个 月 降 保价 天 明 知道 降价 套路 
没有耳机和实体店不一样,1,没有 耳机 实体店 
标配和耳机套餐一样价大家别拍错了,1,标配 耳机 套餐 价 别拍 错 
刚用了没几天就坏了真的不喜欢,1,刚用 没 几天 坏 真的 喜欢 
发的颜色和我拍的颜色不符,1,发 颜色 拍 颜色 不符 
贴个膜都要给你贴来歪起态度问题,1,贴个 膜 都 贴 歪 态度 问题 
通话过程中经常听不到对方声音和多个人打电话都是这样差评差评,1,通话 过程 中 经常 听 不到 声音 打电话 都 差评 差评 
这个手机太拉夸了他的像素特别低像照不清楚似的白瞎了好几个眼睛失望的购物体验,1,手机 太拉夸 像素 特别 低像照 清楚 白 瞎 好几个 眼睛 失望 购物 体验 
哎这三刀头的真垃圾刮不干净不说还容易刮伤准备退货了马上转冬天了伤不起,1,刀头 真 垃圾 刮 干净 说 还 刮伤 退货 马上转 冬天 伤不起 
货还没送到手快递分打个电话问说你地址在哪儿电话一接完分不到系统就显示已经配送完成我根本没有签收难道京东买东西不需要本人签收吗,1,货 还 没 送到 手 快递 分打个 电话 问说 地址 电话 接完 分 不到 系统 显示 配送 根本 没有 签收 难道 京东 买 东西 需要 本人 签收 
刚买完第二天就降还不给退差价,1,刚买 完 第二天 降 还 退 差价 
其他特色买的时候显示有耳机发货就没有,1,特色 买 显示 耳机 发货 没有 
手机还不错却没有耳机差评,1,手机 还 不错 没有 耳机 差评 
用了一个月屏幕就换了,1,一个月 屏幕 换 
耳机呢耳机呢耳机呢,1,耳机 耳机 耳机 
刚买十天就降还不让保价,1,刚买 十天 降 还 不让 保价 
儿子为了孝敬父母网上买个华为手机收到手机开机系统显示全部是藏文老年人为了个手机还得去市里跑一趟售后服务中心严重影响家庭心情差评,1,儿子 孝敬父母 网上 买个 华为 手机 收到 手机 开机 系统 显示 藏文 老年人 手机 还 市里 跑 一趟 售后服务 中心 影响 家庭 心情 差评 
其他方面正在用等后期评价就单纯的超级快充就有点骗人了一个半小时才充了的电量真不如普通的国产机,1,方面 正在 后期 评价 超级 快充 有点 骗人 一个半 小时 充 电量 真 普通 国产机 
打电话声音小我要退货,1,打电话 声音 退货 
拉机屏幕解锁慢的不行反应还慢,1,拉机 屏幕 解锁 慢 不行 还慢 
没有耳机没有耳机没有耳机一星好评,1,没有 耳机 没有 耳机 没有 耳机 一星 好评 
买手机居然没有耳机的,1,买手机 没有 耳机 
手机卡还黑屏了几次此次购物不满意,1,手机卡 还 黑屏 几次 此次 购物 满意 
其他平台有送耳机这里竟然没送搞的心情不好,1,平台 送 耳机 竟然 没送 搞 心情 不好 
吃了个闷亏下回记住再也不要这样了,1,吃 闷 亏 下回 记住 再也 
收到的手机不是原封包装,1,收到 手机 原封 包装 
手机刚买一周直接黑屏了怎么也重启不了,1,手机 刚买 一周 直接 黑屏 重启 
不想多说什么买的自己想好再买,1,不想 说 买 想 买 
买了没多久就降价颜色也发错,1,买 没多久 降价 颜色 发错 
我晕东西昨天到的今天就少一百,1,我晕 东西 昨天 少 一百 
可以只有一个颜色有点坑,1,颜色 有点 坑 
不值得有钱千万别买这个手机,1,值得 有钱 千万别 买 手机 
感觉有点小小的有点过分,1,感觉 有点 小小的 有点 过分 
买了手机配耳机多了元单买一起跟手机买多了元差评第一次给差评差评差评差评差评差评差评,1,买 手机 配 耳机 元 单买 手机 买 元 差评 第一次 差 评差 评差 评差 评差 评差 评差评 
刚买两天降价好评是没了,1,刚买 两天 降价 好评 没 
明确下单即送耳机都没有用,1,明确 下单 送 耳机 都 没有 
不带耳机单独买的虽然说耳机不值钱,1,不带 耳机 单独 买 说 耳机 不值钱 
买了还没有天就降价醉了,1,买 还 没有 天 降价 醉 
没送耳机没送耳机没送耳机,1,没送 耳机 没送 耳机 没送 耳机 
手机屏幕外面会出现网格新到的就是这样的,1,手机 屏幕 外面 网格 新到 
每次上一不一样,1,每次 
待机时间的新手机昨天晚上收到的货今天中午充完电一下午就没电了新手机费电也太快了吧运行速度退出出问题了客服说让我换一种导航方式但是如果是导航方式的话为什么点左上角的叉号也不管用呢指关节截屏也有问题截了一张图之后再截第二张图就不行了只用了一天很多功能都没有开发就出现了非常多的问题全家用的都是荣耀手机但是这次的体会非常非常不好差评,1,待机时间 新手机 昨天晚上 收到 货 中午 充完 电一 下午 没电 新 手机费 电 太快 运行 速度 退出 问题 客服 说 换 一种 导航 方式 导航 方式 点 左上角 叉号 指关节 截屏 问题 截 一张 图 再截 第二张 图 不行 只用 功能 都 没有 开发 非常 问题 全家 都 荣耀 手机 这次 体会 非常 非常 不好 差评 
手机中间突然有一条竖线屏幕很容易坏我才用了半个月啊啊啊啊客服不给修手机特别重很容易砸下来服了再也不想用华为了,1,手机 突然 一条 竖线 屏幕 坏 半个 月 啊啊啊 客服 修 手机 特别 重 砸 服 再也 不想 华为 
一分钱一分货手机系统阉割严重隐私空间和多用户都没有相机算法也不给下放一点体验也没有另外屏幕真的是一言难尽我这台是天马屏幕背光超级刺眼听说是单背光超高色温比几百块的手机还辣眼睛真的真的真的不推荐买已经在了,1,一分钱 一分货 手机 系统 阉割 隐私 空间 多用户 都 没有 相机 算法 下放 一点 体验 没有 屏幕 真的 一言难尽 这台 天马 屏幕 背光 超级 刺眼 听说 背光 超高 色温 几百块 手机 还 辣 眼睛 真的 真的 真的 推荐 买 
首先劝大家不要在这里购买手机收到手机后打开快递盒手机包装盒没有包装膜只有张防撕封条里面的手机包装只有塑料袋套着手机且手机屏幕没有屏幕膜背部也没有膜可以确定这个是京东的二手机有图为证但是没办法老人要回老家来不及更换只能接受使用心中无数狂奔而过这就是京东自营的手机,1,劝 购买 手机 收到 手机 打开 快递 盒 手机 包装盒 没有 包装 膜 张防 撕 封条 里面 手机 包装 塑料袋 套 手机 手机 屏幕 没有 屏幕 膜 背部 没有 膜 确定 京东 手机 有图 为证 没 办法 老人 回老家 来不及 更换 只能 接受 心中无数 狂奔 京东 自营 手机 
